DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,cod_departamento,cod_municipio,region,FEX_C,cant_hog_completos,cant_hogares_vivienda,clase,tipo_vivienda
8388882,1,1,1,Caldas,Supía,Central,"156,2213391",1,1,Centro poblado / Rural disperso,Casa
8388883,1,1,1,Caldas,Supía,Central,"90,41996584",1,1,Centro poblado / Rural disperso,Casa
8388884,1,1,1,Caldas,Supía,Central,"86,72002103",1,1,Centro poblado / Rural disperso,Casa
8388885,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8388886,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8388887,1,1,1,Caldas,Supía,Central,"86,72002103",1,1,Centro poblado / Rural disperso,Casa
8388888,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8388913,1,1,1,Caldas,Aguadas,Central,"163,3466136",1,1,Centro poblado / Rural disperso,Casa
8388914,1,1,1,Caldas,Aguadas,Central,"107,7035154",1,1,Centro poblado / Rural disperso,Casa
8388915,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8388916,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388917,1,1,1,Caldas,Palestina,Central,"42,53565116",1,1,Centro poblado / Rural disperso,Casa
8388918,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388919,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388920,1,1,1,Caldas,Palestina,Central,"67,44729407",1,1,Centro poblado / Rural disperso,Casa
8388921,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388922,1,1,1,Caldas,Palestina,Central,"46,99282674",1,1,Centro poblado / Rural disperso,Casa
8388923,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388924,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388925,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388926,1,1,1,Caldas,Palestina,Central,"672,7347225",1,1,Cabecera,Apartamento
8388927,1,1,1,Caldas,Palestina,Central,"525,4526852",1,1,Cabecera,Apartamento
8388928,1,1,1,Caldas,Palestina,Central,"199,622449",1,1,Cabecera,Apartamento
8388929,1,1,1,Caldas,Palestina,Central,"302,2519615",1,1,Cabecera,Casa
8388930,1,1,1,Caldas,Palestina,Central,"276,6738005",1,1,Cabecera,Apartamento
8388931,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388932,1,1,1,Caldas,Palestina,Central,"468,1858921",1,1,Cabecera,Apartamento
8388933,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388934,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388935,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388936,1,1,1,Caldas,Palestina,Central,"67,44729407",1,1,Centro poblado / Rural disperso,Casa
8388937,1,1,1,Caldas,Palestina,Central,"33,46531363",1,1,Centro poblado / Rural disperso,Casa
8388938,1,1,1,Caldas,Palestina,Central,"67,44729407",1,1,Centro poblado / Rural disperso,Casa
8388939,1,1,1,Caldas,Palestina,Central,"122,7881323",1,1,Centro poblado / Rural disperso,Casa
8388940,1,1,1,Caldas,Palestina,Central,"100,181252",1,1,Centro poblado / Rural disperso,Casa
8388941,1,1,1,Caldas,Palestina,Central,"30,69703309",1,1,Centro poblado / Rural disperso,Casa
8388942,1,1,1,Caldas,Palestina,Central,"199,622449",1,1,Cabecera,Apartamento
8388943,1,1,1,Caldas,Palestina,Central,"302,2519615",1,1,Cabecera,Apartamento
8388944,1,1,1,Caldas,Manizales,Central,"74,35153025",1,1,Centro poblado / Rural disperso,Apartamento
8388945,1,1,1,Caldas,Manizales,Central,"45,67471087",1,1,Centro poblado / Rural disperso,Casa
8388946,1,1,1,Caldas,Manizales,Central,"32,15670687",1,1,Centro poblado / Rural disperso,Casa
8388947,1,1,1,Caldas,Manizales,Central,"128,6268275",1,1,Centro poblado / Rural disperso,Apartamento
8388949,1,1,1,Caldas,Samaná,Central,"48,90845242",1,1,Centro poblado / Rural disperso,Casa
8388950,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8388951,1,1,1,Caldas,Samaná,Central,"179,4508067",1,1,Centro poblado / Rural disperso,Casa
8388953,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8388954,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8388955,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8388956,1,1,1,Caldas,Samaná,Central,"65,18871158",1,1,Centro poblado / Rural disperso,Casa
8388957,1,1,1,Caldas,Samaná,Central,"111,0369938",1,1,Centro poblado / Rural disperso,Casa
8388958,1,1,1,Caldas,Samaná,Central,"63,72203897",1,1,Centro poblado / Rural disperso,Casa
8388959,1,1,1,Caldas,Victoria,Central,"34,05258279",1,1,Centro poblado / Rural disperso,Casa
8388960,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8388961,1,1,1,Caldas,Victoria,Central,"23,62709435",1,1,Centro poblado / Rural disperso,Casa
8388963,1,1,1,Caldas,Victoria,Central,"65,04041942",1,1,Centro poblado / Rural disperso,Casa
8388964,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8388965,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8388966,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8388967,1,1,1,Caldas,Victoria,Central,"26,58610701",1,1,Centro poblado / Rural disperso,Casa
8388968,1,1,1,Caldas,Victoria,Central,"23,09551133",1,1,Centro poblado / Rural disperso,Casa
8388969,1,1,1,Caldas,Victoria,Central,"22,19144153",1,1,Centro poblado / Rural disperso,Casa
8388970,1,1,1,Caldas,Victoria,Central,"22,19144153",1,1,Centro poblado / Rural disperso,Casa
8388971,1,1,1,Caldas,Victoria,Central,"22,19144153",1,1,Centro poblado / Rural disperso,Casa
8388972,1,1,1,Caldas,Victoria,Central,"22,19144153",1,1,Centro poblado / Rural disperso,Casa
8388973,1,1,1,Caldas,Victoria,Central,"22,19144153",1,1,Centro poblado / Rural disperso,Casa
8388974,1,1,1,Caldas,Victoria,Central,"22,19144153",1,1,Centro poblado / Rural disperso,Casa
8388975,1,1,1,Caldas,Victoria,Central,"70,89737945",1,1,Centro poblado / Rural disperso,Casa
8388976,1,1,1,Caldas,Victoria,Central,"72,62359512",1,1,Centro poblado / Rural disperso,Casa
8388977,1,1,1,Caldas,Victoria,Central,"29,7270359",1,1,Centro poblado / Rural disperso,Casa
8388978,1,1,1,Caldas,Villamaría,Central,"83,39043215",1,1,Centro poblado / Rural disperso,Casa
8388979,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8388980,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8388981,1,1,1,Caldas,Pensilvania,Central,"194,7460312",1,1,Centro poblado / Rural disperso,Casa
8388982,1,1,1,Caldas,Pensilvania,Central,"48,6865078",1,1,Centro poblado / Rural disperso,Casa
8388983,1,1,1,Caldas,Pensilvania,Central,"48,6865078",1,1,Centro poblado / Rural disperso,Casa
8388984,1,1,1,Caldas,Pensilvania,Central,"85,77408869",1,1,Centro poblado / Rural disperso,Casa
8388985,1,1,1,Caldas,Pensilvania,Central,"48,6865078",1,1,Centro poblado / Rural disperso,Casa
8388986,1,1,1,Caldas,Pensilvania,Central,"48,6865078",1,1,Centro poblado / Rural disperso,Apartamento
8388987,1,1,1,Caldas,Pensilvania,Central,"48,6865078",1,1,Centro poblado / Rural disperso,Apartamento
8388988,1,1,1,Caldas,Pensilvania,Central,"48,6865078",1,1,Centro poblado / Rural disperso,Apartamento
8391536,1,1,1,Caldas,Manizales,Central,"274,1874636",1,1,Cabecera,Casa
8391537,1,1,1,Caldas,Manizales,Central,"141,1629986",1,1,Cabecera,Apartamento
8391538,1,1,1,Caldas,Manizales,Central,"274,6953355",1,1,Cabecera,Apartamento
8391539,1,1,1,Caldas,Manizales,Central,"456,2800651",1,1,Cabecera,Apartamento
8391540,1,1,1,Caldas,Manizales,Central,"804,2714125",1,1,Cabecera,Casa
8391541,1,1,1,Caldas,Manizales,Central,"290,3072295",1,1,Cabecera,Casa
8391542,1,1,1,Caldas,Manizales,Central,"292,1908748",1,1,Cabecera,Casa
8391543,1,1,1,Caldas,Manizales,Central,"249,1976066",1,1,Cabecera,Casa
8391544,1,1,1,Caldas,Manizales,Central,"214,9116164",1,1,Cabecera,Casa
8391545,1,1,1,Caldas,Manizales,Central,"345,0139318",1,1,Cabecera,Casa
8391546,1,1,1,Caldas,Manizales,Central,"149,9400542",1,1,Cabecera,Apartamento
8391547,1,1,1,Caldas,Manizales,Central,"149,9400542",1,1,Cabecera,Apartamento
8391548,1,1,1,Caldas,Manizales,Central,"110,2835926",1,1,Cabecera,Apartamento
8391549,1,1,1,Caldas,Manizales,Central,"149,9400542",1,1,Cabecera,Apartamento
8391550,1,1,1,Caldas,Manizales,Central,"198,1423504",1,1,Cabecera,Apartamento
8391551,1,1,1,Caldas,Manizales,Central,"149,9400542",1,1,Cabecera,Apartamento
8391552,1,1,1,Caldas,Manizales,Central,"177,0466229",1,1,Cabecera,Apartamento
8391553,1,1,1,Caldas,Marmato,Central,"64,59067346",1,1,Centro poblado / Rural disperso,Casa
8391554,1,1,1,Caldas,Supía,Central,"119,7801984",1,1,Cabecera,Apartamento
8391555,1,1,1,Caldas,Supía,Central,"199,0459059",1,1,Cabecera,Apartamento
8391556,1,1,1,Caldas,Supía,Central,"243,7185093",1,1,Cabecera,Casa
8391557,1,1,1,Caldas,Supía,Central,"331,5644805",1,1,Cabecera,Casa
8391558,1,1,1,Caldas,Supía,Central,"96,62269341",1,1,Cabecera,Apartamento
8391559,1,1,1,Caldas,Supía,Central,"182,8849255",1,1,Cabecera,Casa
8391561,1,1,1,Caldas,Manizales,Central,"26,97802197",1,1,Centro poblado / Rural disperso,Apartamento
8391562,1,1,1,Caldas,Manizales,Central,"26,97802197",1,1,Centro poblado / Rural disperso,Apartamento
8391563,1,1,1,Caldas,Manizales,Central,"80,15611943",1,1,Centro poblado / Rural disperso,Casa
8391565,1,1,1,Caldas,Samaná,Central,"179,4508067",1,1,Centro poblado / Rural disperso,Casa
8391567,1,1,1,Caldas,Samaná,Central,"40,81843384",1,1,Centro poblado / Rural disperso,Casa
8391569,1,1,1,Caldas,Samaná,Central,"95,47022503",1,1,Centro poblado / Rural disperso,Casa
8391570,1,1,1,Caldas,Samaná,Central,"53,96714366",1,1,Centro poblado / Rural disperso,Casa
8391571,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Apartamento
8391572,1,1,1,Caldas,Pensilvania,Central,"94,81733042",1,1,Centro poblado / Rural disperso,Casa
8391573,1,1,1,Caldas,Pensilvania,Central,"148,9330902",1,1,Centro poblado / Rural disperso,Casa
8391574,1,1,1,Caldas,Pensilvania,Central,"48,6865078",1,1,Centro poblado / Rural disperso,Casa
8391575,1,1,1,Caldas,Pensilvania,Central,"45,77403362",1,1,Centro poblado / Rural disperso,Casa
8391576,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8391577,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8391578,1,1,1,Caldas,Pensilvania,Central,"128,8559187",1,1,Centro poblado / Rural disperso,Casa
8391579,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8391580,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8391581,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8391582,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8391583,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8391584,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8392295,1,1,1,Caldas,Manizales,Central,"238,2222632",1,1,Cabecera,Casa
8392296,1,1,1,Caldas,Manizales,Central,"222,9324855",1,1,Cabecera,Casa
8392297,1,1,1,Caldas,Manizales,Central,"173,469691",1,1,Cabecera,Casa
8392298,1,1,1,Caldas,Manizales,Central,"172,5179544",1,1,Cabecera,Casa
8392299,1,1,1,Caldas,Manizales,Central,"378,3530063",1,1,Cabecera,Apartamento
8392300,1,1,1,Caldas,Manizales,Central,"230,6770064",1,1,Cabecera,Apartamento
8392301,1,1,1,Caldas,Manizales,Central,"200,2256443",1,1,Cabecera,Casa
8392302,1,1,1,Caldas,Manizales,Central,"149,9400542",1,1,Cabecera,Apartamento
8392303,1,1,1,Caldas,Manizales,Central,"183,8454842",1,1,Cabecera,Apartamento
8392304,1,1,1,Caldas,Manizales,Central,"127,8777192",1,1,Cabecera,Apartamento
8392305,1,1,1,Caldas,Manizales,Central,"183,8454842",1,1,Cabecera,Apartamento
8392306,1,1,1,Caldas,Manizales,Central,"348,2831137",1,1,Cabecera,Apartamento
8392307,1,1,1,Caldas,Manizales,Central,"207,7967395",1,1,Cabecera,Apartamento
8392308,1,1,1,Caldas,Manizales,Central,"199,9200722",1,1,Cabecera,Apartamento
8392309,1,1,1,Caldas,Manizales,Central,"141,0733502",1,1,Cabecera,Apartamento
8392310,1,1,1,Caldas,Manizales,Central,"336,3693867",1,1,Cabecera,Apartamento
8392311,1,1,1,Caldas,Supía,Central,"181,3613655",1,1,Cabecera,Apartamento
8392312,1,1,1,Caldas,Supía,Central,"119,7801984",1,1,Cabecera,Apartamento
8392313,1,1,1,Caldas,Supía,Central,"119,7801984",1,1,Cabecera,Apartamento
8392314,1,1,1,Caldas,Supía,Central,"186,7297216",1,1,Cabecera,Apartamento
8392315,1,1,1,Caldas,Supía,Central,"198,7325032",1,1,Cabecera,Apartamento
8392316,1,1,1,Caldas,Supía,Central,"141,3921344",1,1,Cabecera,Apartamento
8392317,1,1,1,Caldas,Supía,Central,"219,7620209",1,1,Cabecera,Apartamento
8392318,1,1,1,Caldas,Supía,Central,"284,0572186",1,1,Cabecera,Apartamento
8392319,1,1,1,Caldas,Supía,Central,"181,3613655",1,1,Cabecera,Apartamento
8392321,1,1,1,Caldas,Supía,Central,"177,2746968",1,1,Cabecera,Casa
8392322,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8392323,1,1,1,Caldas,Samaná,Central,"76,97803819",1,1,Centro poblado / Rural disperso,Casa
8392324,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8392325,1,1,1,Caldas,Samaná,Central,"63,02701455",1,1,Centro poblado / Rural disperso,Casa
8392326,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8392327,1,1,1,Caldas,Pensilvania,Central,"58,33594104",1,1,Centro poblado / Rural disperso,Casa
8392328,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8392329,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8392330,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8392331,1,1,1,Caldas,Pensilvania,Central,"77,75434811",1,1,Centro poblado / Rural disperso,Casa
8392332,1,1,1,Caldas,Pensilvania,Central,"58,33594104",1,1,Centro poblado / Rural disperso,Casa
8392333,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8392334,1,1,1,Caldas,Pensilvania,Central,"100,9323303",1,1,Centro poblado / Rural disperso,Casa
8392335,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8392336,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8394331,1,1,1,Caldas,Manizales,Central,"401,0611194",1,1,Cabecera,Apartamento
8394332,1,1,1,Caldas,Manizales,Central,"452,1956747",1,1,Cabecera,Apartamento
8394333,1,1,1,Caldas,Manizales,Central,"245,1273123",1,1,Cabecera,Apartamento
8394334,1,1,1,Caldas,Manizales,Central,"189,6300086",1,1,Cabecera,Casa
8394335,1,1,1,Caldas,Manizales,Central,"173,1267583",1,1,Cabecera,Casa
8394336,1,1,1,Caldas,Manizales,Central,"215,647443",1,1,Cabecera,Apartamento
8394337,1,1,1,Caldas,Manizales,Central,"149,3070177",1,1,Cabecera,Casa
8394339,1,1,1,Caldas,Manizales,Central,"383,2605317",1,1,Cabecera,Casa
8394340,1,1,1,Caldas,Supía,Central,"96,62269341",1,1,Cabecera,Apartamento
8394341,1,1,1,Caldas,Supía,Central,"96,62269341",1,1,Cabecera,Casa
8394342,1,1,1,Caldas,Supía,Central,"328,6669705",1,1,Cabecera,Casa
8394343,1,1,1,Caldas,Supía,Central,"386,4907736",1,1,Cabecera,Apartamento
8394344,1,1,1,Caldas,Aguadas,Central,"151,9771359",1,1,Centro poblado / Rural disperso,Casa
8394345,1,1,1,Caldas,Aguadas,Central,"179,5309057",1,1,Centro poblado / Rural disperso,Casa
8394346,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8394347,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8394348,1,1,1,Caldas,Aguadas,Central,"65,21780895",1,1,Centro poblado / Rural disperso,Casa
8394349,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8394350,1,1,1,Caldas,Aguadas,Central,"148,485823",1,1,Centro poblado / Rural disperso,Casa
8394351,1,1,1,Caldas,Victoria,Central,"65,04041942",1,1,Centro poblado / Rural disperso,Casa
8394352,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8394353,1,1,1,Caldas,Victoria,Central,"30,4919629",1,1,Centro poblado / Rural disperso,Casa
8394354,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8394355,1,1,1,Caldas,Victoria,Central,"20,78326133",1,1,Centro poblado / Rural disperso,Casa
8394356,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8394357,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8394358,1,1,1,Caldas,Victoria,Central,"24,89192646",1,1,Centro poblado / Rural disperso,Apartamento
8394359,1,1,1,Caldas,Victoria,Central,"53,21273383",1,1,Centro poblado / Rural disperso,Casa
8394360,1,1,1,Caldas,Victoria,Central,"65,04041942",1,1,Centro poblado / Rural disperso,Casa
8394361,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8394362,1,1,1,Caldas,Victoria,Central,"17,72645282",1,1,Centro poblado / Rural disperso,Casa
8394364,1,1,1,Caldas,Victoria,Central,"65,04041942",1,1,Centro poblado / Rural disperso,Casa
8394365,1,1,1,Caldas,Victoria,Central,"23,62709435",1,1,Centro poblado / Rural disperso,Casa
8394366,1,1,1,Caldas,Victoria,Central,"35,15906934",1,1,Centro poblado / Rural disperso,Casa
8394367,1,1,1,Caldas,Victoria,Central,"36,47299789",1,1,Centro poblado / Rural disperso,Casa
8394368,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8394369,1,1,1,Caldas,Victoria,Central,"16,26010486",1,1,Centro poblado / Rural disperso,Casa
8394371,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8394372,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8394373,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8394374,1,1,1,Caldas,Villamaría,Central,"30,69469867",1,1,Centro poblado / Rural disperso,Apartamento
8394375,1,1,1,Caldas,Villamaría,Central,"63,80657492",1,1,Centro poblado / Rural disperso,Casa
8394376,1,1,1,Caldas,Villamaría,Central,"58,03614372",1,1,Centro poblado / Rural disperso,Casa
8394377,1,1,1,Caldas,Villamaría,Central,"62,1996892",1,1,Centro poblado / Rural disperso,Casa
8394379,1,1,1,Caldas,Villamaría,Central,"30,69469867",1,1,Centro poblado / Rural disperso,Casa
8394380,1,1,1,Caldas,Villamaría,Central,"117,3696916",1,1,Centro poblado / Rural disperso,Casa
8394381,1,1,1,Caldas,Villamaría,Central,"41,11776191",1,1,Centro poblado / Rural disperso,Casa
8394382,1,1,1,Caldas,Villamaría,Central,"30,69469867",1,1,Centro poblado / Rural disperso,Casa
8394383,1,1,1,Caldas,Villamaría,Central,"36,07313999",1,1,Centro poblado / Rural disperso,Casa
8397660,1,1,1,Caldas,Manizales,Central,"257,2800443",1,1,Cabecera,Apartamento
8397661,1,1,1,Caldas,Manizales,Central,"206,9075803",1,1,Cabecera,Casa
8397662,1,1,1,Caldas,Manizales,Central,"356,3900996",1,1,Cabecera,Casa
8397664,1,1,1,Caldas,Manizales,Central,"622,0360315",1,1,Cabecera,Casa
8397665,1,1,1,Caldas,Manizales,Central,"213,5956534",1,1,Cabecera,Apartamento
8397666,1,1,1,Caldas,Manizales,Central,"185,4680167",1,1,Cabecera,Apartamento
8397667,1,1,1,Caldas,Manizales,Central,"176,4929727",1,1,Cabecera,Apartamento
8397668,1,1,1,Caldas,Manizales,Central,"218,1903782",1,1,Cabecera,Casa
8397669,1,1,1,Caldas,Manizales,Central,"133,3468614",1,1,Cabecera,Apartamento
8397670,1,1,1,Caldas,Manizales,Central,"151,7040069",1,1,Cabecera,Casa
8397671,1,1,1,Caldas,Manizales,Central,"251,325596",1,1,Cabecera,Casa
8397672,1,1,1,Caldas,Manizales,Central,"162,3966125",1,1,Cabecera,Casa
8397673,1,1,1,Caldas,Supía,Central,"203,2084191",1,1,Cabecera,Apartamento
8397674,1,1,1,Caldas,Supía,Central,"99,27376062",1,1,Centro poblado / Rural disperso,Casa
8397709,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8397710,1,1,1,Caldas,Pensilvania,Central,"94,09726555",1,1,Centro poblado / Rural disperso,Casa
8397711,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Apartamento
8400792,1,1,1,Caldas,Manizales,Central,"317,1949925",1,1,Cabecera,Apartamento
8400793,1,1,1,Caldas,Manizales,Central,"404,7532709",1,1,Cabecera,Apartamento
8400794,1,1,1,Caldas,Manizales,Central,"191,7950908",1,1,Cabecera,Apartamento
8400795,1,1,1,Caldas,Manizales,Central,"266,5928301",1,1,Cabecera,Casa
8400796,1,1,1,Caldas,Manizales,Central,"142,5203351",1,1,Cabecera,Casa
8400797,1,1,1,Caldas,Manizales,Central,"186,701762",1,1,Cabecera,Casa
8400798,1,1,1,Caldas,Manizales,Central,"341,2974887",1,1,Cabecera,Apartamento
8400799,1,1,1,Caldas,Manizales,Central,"230,7967925",1,1,Cabecera,Apartamento
8400800,1,1,1,Caldas,Manizales,Central,"138,4483255",1,1,Cabecera,Apartamento
8400801,1,1,1,Caldas,Manizales,Central,"167,4048381",1,1,Cabecera,Apartamento
8400802,1,1,1,Caldas,Manizales,Central,"244,6376968",1,1,Cabecera,Casa
8400804,1,1,1,Caldas,Manizales,Central,"105,8722489",1,1,Cabecera,Cuarto(s)
8400805,1,1,1,Caldas,Manizales,Central,"283,0461131",1,1,Cabecera,Casa
8400806,1,1,1,Caldas,Manizales,Central,"295,518907",1,1,Cabecera,Apartamento
8400807,1,1,1,Caldas,Manizales,Central,"148,9734467",1,1,Cabecera,Apartamento
8400808,1,1,1,Caldas,Manizales,Central,"214,7509441",1,1,Cabecera,Apartamento
8400809,1,1,1,Caldas,Manizales,Central,"296,5415042",1,1,Cabecera,Apartamento
8400810,1,1,1,Caldas,Manizales,Central,"216,7138652",1,1,Cabecera,Apartamento
8400811,1,1,1,Caldas,Manizales,Central,"173,1267583",1,1,Cabecera,Casa
8400812,1,1,1,Caldas,Manizales,Central,"314,1569951",1,1,Cabecera,Casa
8400813,1,1,1,Caldas,Manizales,Central,"171,2012462",1,1,Cabecera,Apartamento
8400814,1,1,1,Caldas,Manizales,Central,"138,9057376",1,1,Cabecera,Apartamento
8400815,1,1,1,Caldas,Manizales,Central,"379,5510619",1,1,Cabecera,Casa
8400816,1,1,1,Caldas,Manizales,Central,"202,9957657",1,1,Cabecera,Casa
8400818,1,1,1,Caldas,Manizales,Central,"161,3497023",1,1,Cabecera,Casa
8400819,1,1,1,Caldas,Manizales,Central,"190,7082013",1,1,Cabecera,Casa
8400820,1,1,1,Caldas,Manizales,Central,"157,3879621",1,1,Cabecera,Apartamento
8400821,1,1,1,Caldas,Manizales,Central,"157,3879621",1,1,Cabecera,Apartamento
8400822,1,1,1,Caldas,Manizales,Central,"216,7138652",1,1,Cabecera,Apartamento
8400823,1,1,1,Caldas,Manizales,Central,"162,3966125",1,1,Cabecera,Casa
8400824,1,1,1,Caldas,Manizales,Central,"141,9385653",1,1,Cabecera,Apartamento
8400825,1,1,1,Caldas,Manizales,Central,"174,6070177",1,1,Cabecera,Apartamento
8400826,1,1,1,Caldas,Manizales,Central,"158,4752988",1,1,Cabecera,Apartamento
8400827,1,1,1,Caldas,Manizales,Central,"164,5609929",1,1,Cabecera,Apartamento
8400828,1,1,1,Caldas,Manizales,Central,"207,7071042",1,1,Cabecera,Apartamento
8400829,1,1,1,Caldas,Manizales,Central,"253,3953928",1,1,Cabecera,Apartamento
8400831,1,1,1,Caldas,Manizales,Central,"170,6987538",1,1,Cabecera,Casa
8400851,1,1,1,Caldas,Palestina,Central,"89,83010205",1,1,Cabecera,Casa
8400852,1,1,1,Caldas,Palestina,Central,"145,1101648",1,1,Cabecera,Casa
8400853,1,1,1,Caldas,Palestina,Central,"259,7315787",1,1,Cabecera,Casa
8400854,1,1,1,Caldas,Palestina,Central,"202,4524282",1,1,Cabecera,Casa
8400855,1,1,1,Caldas,Palestina,Central,"89,83010205",1,1,Cabecera,Casa
8400856,1,1,1,Caldas,Palestina,Central,"149,2760429",1,1,Cabecera,Apartamento
8400857,1,1,1,Caldas,Palestina,Central,"284,8285387",1,1,Cabecera,Casa
8400858,1,1,1,Caldas,Palestina,Central,"145,1101648",1,1,Cabecera,Apartamento
8400859,1,1,1,Caldas,Palestina,Central,"318,9409951",1,1,Cabecera,Apartamento
8400860,1,1,1,Caldas,Palestina,Central,"201,1205704",1,1,Cabecera,Casa
8400861,1,1,1,Caldas,Palestina,Central,"145,1101648",1,1,Cabecera,Casa
8400862,1,1,1,Caldas,Palestina,Central,"201,1205704",1,1,Cabecera,Casa
8400863,1,1,1,Caldas,Palestina,Central,"89,83010205",1,1,Cabecera,Apartamento
8400864,1,1,1,Caldas,Palestina,Central,"149,2760429",1,1,Cabecera,Apartamento
