DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,cod_departamento,cod_municipio,region,FEX_C,cant_hog_completos,cant_hogares_vivienda,clase,tipo_vivienda
8458092,1,1,1,Caldas,Risaralda,Central,"87,13676231",1,1,Centro poblado / Rural disperso,Casa
8458093,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8458094,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8458095,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8458096,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8458097,1,1,1,Caldas,Risaralda,Central,"142,0883851",1,1,Centro poblado / Rural disperso,Casa
8458098,1,1,1,Caldas,Risaralda,Central,"35,52209627",1,1,Centro poblado / Rural disperso,Casa
8458099,1,1,1,Caldas,Risaralda,Central,"73,84152296",1,1,Centro poblado / Rural disperso,Casa
8458100,1,1,1,Caldas,Risaralda,Central,"51,6161444",1,1,Centro poblado / Rural disperso,Casa
8458101,1,1,1,Caldas,Manzanares,Central,"41,46203119",1,1,Centro poblado / Rural disperso,Casa
8458102,1,1,1,Caldas,Manzanares,Central,"41,46203119",1,1,Centro poblado / Rural disperso,Casa
8458109,1,1,1,Caldas,Manzanares,Central,"41,46203119",1,1,Centro poblado / Rural disperso,Casa
8458111,1,1,1,Caldas,Manzanares,Central,"41,46203119",1,1,Centro poblado / Rural disperso,Casa
8458112,1,1,1,Caldas,Manzanares,Central,"41,46203119",1,1,Centro poblado / Rural disperso,Casa
8458113,1,1,1,Caldas,Manzanares,Central,"41,46203119",1,1,Centro poblado / Rural disperso,Casa
8460960,1,1,1,Caldas,Manizales,Central,"182,8544438",1,1,Cabecera,Casa
8460961,1,1,1,Caldas,Manizales,Central,"207,0234795",1,1,Cabecera,Casa
8460962,1,1,1,Caldas,Manizales,Central,"527,001295",1,1,Cabecera,Casa
8460964,1,1,1,Caldas,Manizales,Central,"429,8261209",1,1,Cabecera,Casa
8460965,1,1,1,Caldas,Manizales,Central,"209,708775",1,1,Cabecera,Apartamento
8460966,1,1,1,Caldas,Manizales,Central,"173,3412618",1,1,Cabecera,Apartamento
8460967,1,1,1,Caldas,Manizales,Central,"176,1801549",1,1,Cabecera,Casa
8460968,1,1,1,Caldas,Villamaría,Central,"125,438302",1,1,Cabecera,Casa
8460969,1,1,1,Caldas,Manizales,Central,"354,5392524",1,1,Cabecera,Casa
8460970,1,1,1,Caldas,Manizales,Central,"312,9839307",1,1,Cabecera,Casa
8460971,1,1,1,Caldas,Villamaría,Central,"113,6727515",1,1,Cabecera,Casa
8460972,1,1,1,Caldas,Villamaría,Central,"194,831516",1,1,Cabecera,Casa
8460973,1,1,1,Caldas,Manizales,Central,"120,9263449",1,1,Cabecera,Casa
8460974,1,1,1,Caldas,Manizales,Central,"164,4097937",1,1,Cabecera,Casa
8460975,1,1,1,Caldas,Manizales,Central,"274,5116756",1,1,Cabecera,Casa
8460976,1,1,1,Caldas,Manizales,Central,"152,8294628",1,1,Cabecera,Apartamento
8460977,1,1,1,Caldas,Manizales,Central,"191,9802608",1,1,Cabecera,Apartamento
8460978,1,1,1,Caldas,Manizales,Central,"265,2218424",1,1,Cabecera,Apartamento
8460979,1,1,1,Caldas,Manizales,Central,"139,243917",1,1,Cabecera,Casa
8460980,1,1,1,Caldas,Manizales,Central,"133,4382238",1,1,Cabecera,Casa
8460981,1,1,1,Caldas,Manizales,Central,"83,52840153",1,1,Cabecera,Casa
8460982,1,1,1,Caldas,Manizales,Central,"114,5872007",1,1,Cabecera,Casa
8460983,1,1,1,Caldas,Manizales,Central,"207,873688",1,1,Cabecera,Casa
8460984,1,1,1,Caldas,Manizales,Central,"205,9110037",1,1,Cabecera,Casa
8460985,1,1,1,Caldas,Manizales,Central,"119,3697579",1,1,Cabecera,Casa
8460987,1,1,1,Caldas,Manizales,Central,"139,243917",1,1,Cabecera,Casa
8460988,1,1,1,Caldas,Villamaría,Central,"533,7677027",1,1,Cabecera,Casa
8460989,1,1,1,Caldas,Villamaría,Central,"521,9061982",1,1,Cabecera,Casa
8460990,1,1,1,Caldas,Manizales,Central,"193,7210965",1,1,Cabecera,Apartamento
8460991,1,1,1,Caldas,Manizales,Central,"277,0068518",1,1,Cabecera,Casa
8460992,1,1,1,Caldas,Manizales,Central,"397,4932003",1,1,Cabecera,Apartamento
8460993,1,1,1,Caldas,Manizales,Central,"198,3822255",1,1,Cabecera,Apartamento
8460994,1,1,1,Caldas,Manizales,Central,"211,95261",1,1,Cabecera,Apartamento
8460995,1,1,1,Caldas,Villamaría,Central,"67,95653622",1,1,Cabecera,Casa
8460996,1,1,1,Caldas,Villamaría,Central,"320,0939564",1,1,Cabecera,Casa
8460997,1,1,1,Caldas,Villamaría,Central,"146,7103592",1,1,Cabecera,Casa
8460998,1,1,1,Caldas,Villamaría,Central,"233,5389821",1,1,Cabecera,Casa
8460999,1,1,1,Caldas,Belalcázar,Central,"79,33908545",1,1,Cabecera,Apartamento
8461000,1,1,1,Caldas,Belalcázar,Central,"150,1709611",1,1,Cabecera,Apartamento
8461002,1,1,1,Caldas,Risaralda,Central,"127,2420019",1,1,Centro poblado / Rural disperso,Casa
8461003,1,1,1,Caldas,Risaralda,Central,"55,4342333",1,1,Centro poblado / Rural disperso,Casa
8461004,1,1,1,Caldas,Risaralda,Central,"51,6161444",1,1,Centro poblado / Rural disperso,Casa
8461005,1,1,1,Caldas,Belalcázar,Central,"120,1287447",1,1,Cabecera,Apartamento
8461006,1,1,1,Caldas,Belalcázar,Central,"79,33908545",1,1,Cabecera,Apartamento
8461007,1,1,1,Caldas,Belalcázar,Central,"155,7302053",1,1,Cabecera,Casa
8461008,1,1,1,Caldas,Belalcázar,Central,"128,2912811",1,1,Cabecera,Apartamento
8461009,1,1,1,Caldas,Belalcázar,Central,"79,33908545",1,1,Cabecera,Apartamento
8461010,1,1,1,Caldas,Belalcázar,Central,"79,33908545",1,1,Cabecera,Apartamento
8461052,1,1,1,Caldas,Marulanda,Central,"9,818389682",1,1,Centro poblado / Rural disperso,Casa
8461053,1,1,1,Caldas,Marulanda,Central,"16,71692159",1,1,Centro poblado / Rural disperso,Casa
8461054,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461055,1,1,1,Caldas,Filadelfia,Central,"56,71915818",1,1,Centro poblado / Rural disperso,Casa
8461056,1,1,1,Caldas,Filadelfia,Central,"143,3714603",1,1,Centro poblado / Rural disperso,Casa
8461057,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461059,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461060,1,1,1,Caldas,Filadelfia,Central,"38,10712572",1,1,Centro poblado / Rural disperso,Casa
8461061,1,1,1,Caldas,Filadelfia,Central,"101,6533585",1,1,Centro poblado / Rural disperso,Casa
8461062,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461063,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461064,1,1,1,Caldas,Filadelfia,Central,"143,3714603",1,1,Centro poblado / Rural disperso,Casa
8461065,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461066,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461067,1,1,1,Caldas,Filadelfia,Central,"42,3412508",2,2,Centro poblado / Rural disperso,Casa
8461068,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461069,1,1,1,Caldas,Filadelfia,Central,"152,4285029",1,1,Centro poblado / Rural disperso,Casa
8461070,1,1,1,Caldas,Filadelfia,Central,"117,307264",1,1,Centro poblado / Rural disperso,Casa
8461071,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Casa
8461072,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Casa
8461073,1,1,1,Caldas,Filadelfia,Central,"145,0452218",1,1,Centro poblado / Rural disperso,Casa
8461074,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Casa
8461075,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Apartamento
8461076,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Apartamento
8461077,1,1,1,Caldas,Filadelfia,Central,"103,0748699",1,1,Centro poblado / Rural disperso,Casa
8461079,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8461080,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461082,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8461083,1,1,1,Caldas,Neira,Central,"38,93245615",1,1,Centro poblado / Rural disperso,Casa
8461084,1,1,1,Caldas,Filadelfia,Central,"133,8878971",1,1,Centro poblado / Rural disperso,Casa
8461085,1,1,1,Caldas,Filadelfia,Central,"99,78125196",1,1,Centro poblado / Rural disperso,Casa
8461086,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8461087,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461088,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8461089,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8461090,1,1,1,Caldas,Neira,Central,"44,51000622",1,1,Centro poblado / Rural disperso,Casa
8461091,1,1,1,Caldas,Neira,Central,"39,82855377",1,1,Centro poblado / Rural disperso,Casa
8461092,1,1,1,Caldas,Neira,Central,"61,48308954",1,1,Centro poblado / Rural disperso,Casa
8461093,1,1,1,Caldas,Neira,Central,"109,6396283",1,1,Centro poblado / Rural disperso,Casa
8461094,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461095,1,1,1,Caldas,Filadelfia,Central,"38,10712572",1,1,Centro poblado / Rural disperso,Casa
8461096,1,1,1,Caldas,Filadelfia,Central,"38,10712572",1,1,Centro poblado / Rural disperso,Apartamento
8461097,1,1,1,Caldas,Filadelfia,Central,"38,10712572",1,1,Centro poblado / Rural disperso,Casa
8461098,1,1,1,Caldas,Filadelfia,Central,"57,78642881",1,1,Centro poblado / Rural disperso,Casa
8461099,1,1,1,Caldas,Filadelfia,Central,"57,78642881",1,1,Centro poblado / Rural disperso,Casa
8461100,1,1,1,Caldas,Filadelfia,Central,"57,78642881",1,1,Centro poblado / Rural disperso,Apartamento
8461101,1,1,1,Caldas,Filadelfia,Central,"57,78642881",1,1,Centro poblado / Rural disperso,Casa
8461102,1,1,1,Caldas,Filadelfia,Central,"102,701235",1,1,Centro poblado / Rural disperso,Casa
8461103,1,1,1,Caldas,Filadelfia,Central,"57,78642881",1,1,Centro poblado / Rural disperso,Casa
8461104,1,1,1,Caldas,Filadelfia,Central,"57,78642881",1,1,Centro poblado / Rural disperso,Casa
8461106,1,1,1,Caldas,Salamina,Central,"89,46753061",1,1,Centro poblado / Rural disperso,Casa
8461107,1,1,1,Caldas,Manzanares,Central,"37,72432586",1,1,Centro poblado / Rural disperso,Casa
8461108,1,1,1,Caldas,Manzanares,Central,"130,4354072",1,1,Centro poblado / Rural disperso,Casa
8461109,1,1,1,Caldas,Manzanares,Central,"124,8036387",1,1,Centro poblado / Rural disperso,Casa
8461111,1,1,1,Caldas,Manzanares,Central,"50,53445435",1,1,Centro poblado / Rural disperso,Casa
8461112,1,1,1,Caldas,Manzanares,Central,"37,72432586",1,1,Centro poblado / Rural disperso,Casa
8461113,1,1,1,Caldas,Manzanares,Central,"37,72432586",1,1,Centro poblado / Rural disperso,Casa
8461114,1,1,1,Caldas,Manzanares,Central,"37,72432586",1,1,Centro poblado / Rural disperso,Casa
8461115,1,1,1,Caldas,Manzanares,Central,"37,72432586",1,1,Centro poblado / Rural disperso,Casa
8461116,1,1,1,Caldas,Manzanares,Central,"37,72432586",1,1,Centro poblado / Rural disperso,Casa
8461117,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461118,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461119,1,1,1,Caldas,Filadelfia,Central,"93,03188311",1,1,Centro poblado / Rural disperso,Casa
8461120,1,1,1,Caldas,Filadelfia,Central,"73,14071844",1,1,Centro poblado / Rural disperso,Casa
8461121,1,1,1,Caldas,Filadelfia,Central,"46,15961527",1,1,Centro poblado / Rural disperso,Casa
8461122,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461123,1,1,1,Caldas,Filadelfia,Central,"38,10712572",1,1,Centro poblado / Rural disperso,Casa
8461124,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Casa
8461125,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Casa
8461126,1,1,1,Caldas,Filadelfia,Central,"45,86968836",1,1,Centro poblado / Rural disperso,Casa
8461127,1,1,1,Caldas,Filadelfia,Central,"65,15234169",1,1,Centro poblado / Rural disperso,Casa
8461128,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461129,1,1,1,Caldas,Filadelfia,Central,"42,3412508",1,1,Centro poblado / Rural disperso,Casa
8461130,1,1,1,Caldas,Filadelfia,Central,"80,05691611",1,1,Centro poblado / Rural disperso,Casa
8461131,1,1,1,Caldas,Filadelfia,Central,"38,10712572",1,1,Centro poblado / Rural disperso,Casa
8461132,1,1,1,Caldas,Filadelfia,Central,"38,10712572",1,1,Centro poblado / Rural disperso,Casa
8461133,1,1,1,Caldas,Filadelfia,Central,"178,0577817",1,1,Centro poblado / Rural disperso,Apartamento
8461135,1,1,1,Caldas,Filadelfia,Central,"173,2302214",1,1,Centro poblado / Rural disperso,Apartamento
8461136,1,1,1,Caldas,Chinchiná,Central,"56,68831951",1,1,Centro poblado / Rural disperso,Casa
8461137,1,1,1,Caldas,Chinchiná,Central,"148,394014",1,1,Cabecera,Casa
8461138,1,1,1,Caldas,La Dorada,Central,"162,8662799",1,1,Cabecera,Apartamento
8461139,1,1,1,Caldas,La Dorada,Central,"185,5076081",1,1,Cabecera,Apartamento
8461141,1,1,1,Caldas,La Dorada,Central,"98,00832239",1,1,Cabecera,Apartamento
8461143,1,1,1,Caldas,La Dorada,Central,"217,3064273",1,1,Cabecera,Apartamento
8461144,1,1,1,Caldas,La Dorada,Central,"138,333288",1,1,Cabecera,Apartamento
8461145,1,1,1,Caldas,La Dorada,Central,"98,00832239",1,1,Cabecera,Apartamento
8461146,1,1,1,Caldas,La Dorada,Central,"192,7734355",1,1,Cabecera,Apartamento
8461147,1,1,1,Caldas,La Dorada,Central,"336,2535092",1,1,Cabecera,Apartamento
8461148,1,1,1,Caldas,La Dorada,Central,"95,55811433",1,1,Cabecera,Casa
8461149,1,1,1,Caldas,La Dorada,Central,"132,4421517",1,1,Cabecera,Casa
8461150,1,1,1,Caldas,La Dorada,Central,"129,8610272",1,1,Cabecera,Casa
8461151,1,1,1,Caldas,La Dorada,Central,"215,7978208",1,1,Cabecera,Casa
8461152,1,1,1,Caldas,La Dorada,Central,"175,4243497",1,1,Cabecera,Casa
8461153,1,1,1,Caldas,La Dorada,Central,"179,8169253",1,1,Cabecera,Casa
8461154,1,1,1,Caldas,La Dorada,Central,"119,9768471",1,1,Cabecera,Casa
8461155,1,1,1,Caldas,La Dorada,Central,"368,4440636",1,1,Cabecera,Apartamento
8461156,1,1,1,Caldas,La Dorada,Central,"142,9288035",1,1,Cabecera,Casa
8461157,1,1,1,Caldas,La Dorada,Central,"216,4110872",1,1,Cabecera,Casa
8461158,1,1,1,Caldas,La Dorada,Central,"142,9288035",1,1,Cabecera,Casa
8461159,1,1,1,Caldas,La Dorada,Central,"237,5133248",1,1,Cabecera,Casa
8461160,1,1,1,Caldas,La Dorada,Central,"142,9288035",1,1,Cabecera,Apartamento
8461161,1,1,1,Caldas,La Dorada,Central,"142,9288035",1,1,Cabecera,Casa
8461162,1,1,1,Caldas,La Dorada,Central,"142,9288035",1,1,Cabecera,Apartamento
8461163,1,1,1,Caldas,La Dorada,Central,"142,9288035",1,1,Cabecera,Casa
8461164,1,1,1,Caldas,La Dorada,Central,"198,0972354",1,1,Cabecera,Casa
8461165,1,1,1,Caldas,La Dorada,Central,"142,9288035",1,1,Cabecera,Casa
8461166,1,1,1,Caldas,La Dorada,Central,"364,4996458",1,1,Cabecera,Casa
8461167,1,1,1,Caldas,La Dorada,Central,"100,2357843",1,1,Cabecera,Casa
8461168,1,1,1,Caldas,La Dorada,Central,"100,2357843",1,1,Cabecera,Apartamento
8461169,1,1,1,Caldas,La Dorada,Central,"138,9253339",1,1,Cabecera,Casa
8461170,1,1,1,Caldas,La Dorada,Central,"100,2357843",1,1,Cabecera,Apartamento
8461171,1,1,1,Caldas,La Dorada,Central,"138,9253339",1,1,Cabecera,Casa
8461172,1,1,1,Caldas,La Dorada,Central,"166,5677862",1,1,Cabecera,Casa
8461173,1,1,1,Caldas,La Dorada,Central,"151,7688144",1,1,Cabecera,Casa
8461175,1,1,1,Caldas,La Dorada,Central,"156,2612213",1,1,Cabecera,Casa
8461176,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8461177,1,1,1,Caldas,La Dorada,Central,"76,05953001",1,1,Centro poblado / Rural disperso,Casa
8461178,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8461179,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8461180,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8461181,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8461182,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8461183,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8461184,1,1,1,Caldas,La Dorada,Central,"49,39881468",1,1,Centro poblado / Rural disperso,Casa
8461185,1,1,1,Caldas,La Dorada,Central,"24,68417035",1,1,Centro poblado / Rural disperso,Casa
8463550,1,1,1,Caldas,Manizales,Central,"133,536972",1,1,Cabecera,Apartamento
8463551,1,1,1,Caldas,Manizales,Central,"182,0810504",1,1,Cabecera,Casa
8463552,1,1,1,Caldas,Villamaría,Central,"262,9732751",1,1,Cabecera,Casa
8463553,1,1,1,Caldas,Manizales,Central,"224,7187552",1,1,Cabecera,Casa
8463554,1,1,1,Caldas,Manizales,Central,"133,4382238",1,1,Cabecera,Casa
8463555,1,1,1,Caldas,Manizales,Central,"185,7168577",1,1,Cabecera,Casa
8463556,1,1,1,Caldas,Belalcázar,Central,"399,7123283",1,1,Cabecera,Casa
8463557,1,1,1,Caldas,Belalcázar,Central,"202,2583721",1,1,Cabecera,Casa
8463558,1,1,1,Caldas,Belalcázar,Central,"202,2583721",1,1,Cabecera,Apartamento
8463559,1,1,1,Caldas,Belalcázar,Central,"121,7133697",1,1,Cabecera,Apartamento
8463560,1,1,1,Caldas,Belalcázar,Central,"184,2884151",1,1,Cabecera,Apartamento
8463561,1,1,1,Caldas,Anserma,Central,"81,34975656",1,1,Centro poblado / Rural disperso,Casa
8463562,1,1,1,Caldas,Belalcázar,Central,"121,7133697",1,1,Cabecera,Apartamento
8463563,1,1,1,Caldas,Belalcázar,Central,"199,9091761",1,1,Cabecera,Apartamento
8463564,1,1,1,Caldas,Belalcázar,Central,"359,3982957",1,1,Cabecera,Casa
8463565,1,1,1,Caldas,Belalcázar,Central,"353,9432979",1,1,Cabecera,Casa
8463566,1,1,1,Caldas,Belalcázar,Central,"223,3088311",1,1,Cabecera,Casa
8463567,1,1,1,Caldas,Belalcázar,Central,"121,7133697",1,1,Cabecera,Casa
8464623,1,1,1,Caldas,Manizales,Central,"355,2002186",1,1,Cabecera,Casa
8464624,1,1,1,Caldas,Manizales,Central,"340,4562843",1,1,Cabecera,Casa
8464625,1,1,1,Caldas,Manizales,Central,"150,3243059",1,1,Cabecera,Casa
8464626,1,1,1,Caldas,Villamaría,Central,"172,1139696",1,1,Cabecera,Casa
8464627,1,1,1,Caldas,Manizales,Central,"189,1576025",1,1,Cabecera,Casa
8464628,1,1,1,Caldas,Viterbo,Central,"96,05173939",1,1,Cabecera,Casa
8464629,1,1,1,Caldas,Viterbo,Central,"96,05173939",1,1,Cabecera,Casa
8464630,1,1,1,Caldas,Viterbo,Central,"222,2084023",1,1,Cabecera,Casa
8464631,1,1,1,Caldas,Viterbo,Central,"222,2084023",1,1,Cabecera,Casa
8464632,1,1,1,Caldas,Viterbo,Central,"96,05173939",1,1,Cabecera,Casa
8464633,1,1,1,Caldas,Viterbo,Central,"96,05173939",1,1,Cabecera,Casa
8464634,1,1,1,Caldas,Viterbo,Central,"149,738561",1,1,Cabecera,Casa
8464635,1,1,1,Caldas,Viterbo,Central,"145,4336763",1,1,Cabecera,Apartamento
8464636,1,1,1,Caldas,Viterbo,Central,"96,05173939",1,1,Cabecera,Casa
8464637,1,1,1,Caldas,Viterbo,Central,"96,05173939",1,1,Cabecera,Casa
8464638,1,1,1,Caldas,La Dorada,Central,"24,04302307",1,1,Centro poblado / Rural disperso,Casa
8464639,1,1,1,Caldas,La Dorada,Central,"24,04302307",1,1,Centro poblado / Rural disperso,Casa
8464640,1,1,1,Caldas,La Dorada,Central,"96,17209226",1,1,Centro poblado / Rural disperso,Casa
8464641,1,1,1,Caldas,La Dorada,Central,"24,04302307",1,1,Centro poblado / Rural disperso,Casa
8464642,1,1,1,Caldas,La Dorada,Central,"53,93084101",1,1,Centro poblado / Rural disperso,Casa
8464643,1,1,1,Caldas,La Dorada,Central,"24,04302307",1,1,Centro poblado / Rural disperso,Casa
8464644,1,1,1,Caldas,La Dorada,Central,"80,25343247",1,1,Centro poblado / Rural disperso,Casa
8464645,1,1,1,Caldas,La Dorada,Central,"68,08783513",1,1,Centro poblado / Rural disperso,Casa
8464646,1,1,1,Caldas,La Dorada,Central,"24,04302307",1,1,Centro poblado / Rural disperso,Casa
8464647,1,1,1,Caldas,La Dorada,Central,"24,04302307",1,1,Centro poblado / Rural disperso,Casa
8465911,1,1,1,Caldas,Manizales,Central,"344,3251168",1,1,Cabecera,Casa
8465912,1,1,1,Caldas,Manizales,Central,"272,4318838",1,1,Cabecera,Casa
8465913,1,1,1,Caldas,Neira,Central,"29,88175222",1,1,Centro poblado / Rural disperso,Casa
8465914,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8465915,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8465917,1,1,1,Caldas,Neira,Central,"36,89422721",1,1,Centro poblado / Rural disperso,Casa
8465919,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8465920,1,1,1,Caldas,Neira,Central,"29,88175222",1,1,Centro poblado / Rural disperso,Casa
8465921,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8465922,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8466717,1,1,1,Caldas,Villamaría,Central,"133,4419257",1,1,Cabecera,Casa
8466718,1,1,1,Caldas,Manizales,Central,"347,3540822",1,1,Cabecera,Apartamento
8466720,1,1,1,Caldas,Villamaría,Central,"189,7439788",1,1,Cabecera,Casa
8466721,1,1,1,Caldas,Manizales,Central,"247,9945595",1,1,Cabecera,Casa
8466722,1,1,1,Caldas,Manizales,Central,"538,7951991",1,1,Cabecera,Casa
8466723,1,1,1,Caldas,Manizales,Central,"339,4070478",1,1,Cabecera,Casa
8466724,1,1,1,Caldas,Viterbo,Central,"237,9066678",1,1,Cabecera,Casa
8466725,1,1,1,Caldas,Viterbo,Central,"196,3354631",1,1,Cabecera,Casa
8466726,1,1,1,Caldas,Viterbo,Central,"215,4801273",1,1,Cabecera,Casa
8466727,1,1,1,Caldas,Viterbo,Central,"377,0807908",1,1,Cabecera,Casa
8466728,1,1,1,Caldas,Viterbo,Central,"215,1408485",1,1,Cabecera,Casa
8466729,1,1,1,Caldas,Viterbo,Central,"129,6698482",1,1,Cabecera,Casa
8466730,1,1,1,Caldas,Viterbo,Central,"215,4801273",1,1,Cabecera,Casa
8466731,1,1,1,Caldas,Neira,Central,"27,40990707",1,1,Centro poblado / Rural disperso,Casa
8466732,1,1,1,Caldas,Neira,Central,"32,21277476",1,1,Centro poblado / Rural disperso,Casa
8466733,1,1,1,Caldas,La Dorada,Central,"101,5086196",1,1,Cabecera,Apartamento
8466734,1,1,1,Caldas,La Dorada,Central,"168,6829327",1,1,Cabecera,Apartamento
8466735,1,1,1,Caldas,La Dorada,Central,"101,5086196",1,1,Cabecera,Apartamento
8466736,1,1,1,Caldas,La Dorada,Central,"140,6894651",1,1,Cabecera,Apartamento
8466737,1,1,1,Caldas,La Dorada,Central,"101,5086196",1,1,Cabecera,Apartamento
8466738,1,1,1,Caldas,La Dorada,Central,"101,5086196",1,1,Cabecera,Apartamento
8466739,1,1,1,Caldas,La Dorada,Central,"101,5086196",1,1,Cabecera,Apartamento
8466740,1,1,1,Caldas,La Dorada,Central,"101,5086196",1,1,Cabecera,Apartamento
8466741,1,1,1,Caldas,La Dorada,Central,"255,6299691",1,1,Cabecera,Apartamento
8466742,1,1,1,Caldas,La Dorada,Central,"140,6894651",1,1,Cabecera,Cuarto(s)
8469048,1,1,1,Caldas,Manizales,Central,"195,1655273",1,1,Cabecera,Apartamento
8469049,1,1,1,Caldas,Manizales,Central,"252,3075083",1,1,Cabecera,Apartamento
8469050,1,1,1,Caldas,Manizales,Central,"248,2600069",1,1,Cabecera,Apartamento
8469056,1,1,1,Caldas,Manizales,Central,"203,6004787",1,1,Cabecera,Casa
8469057,1,1,1,Caldas,Manizales,Central,"268,1464914",1,1,Cabecera,Casa
8469058,1,1,1,Caldas,Manizales,Central,"295,7478278",1,1,Cabecera,Apartamento
8469059,1,1,1,Caldas,Villamaría,Central,"425,0569746",1,1,Cabecera,Casa
8469060,1,1,1,Caldas,Villamaría,Central,"113,6727515",1,1,Cabecera,Casa
8469061,1,1,1,Caldas,Manizales,Central,"378,3530063",1,1,Cabecera,Apartamento
8469062,1,1,1,Caldas,Manizales,Central,"399,0729325",1,1,Cabecera,Casa
8469063,1,1,1,Caldas,Manizales,Central,"590,8969261",1,1,Cabecera,Apartamento
8469064,1,1,1,Caldas,Villamaría,Central,"261,9334109",1,1,Cabecera,Casa
8469065,1,1,1,Caldas,Manizales,Central,"126,8621062",1,1,Cabecera,Casa
8469067,1,1,1,Caldas,Viterbo,Central,"129,6698482",1,1,Cabecera,Casa
8469068,1,1,1,Caldas,Viterbo,Central,"129,6698482",1,1,Cabecera,Casa
8469069,1,1,1,Caldas,Viterbo,Central,"196,3354631",1,1,Cabecera,Casa
8469072,1,1,1,Caldas,Neira,Central,"31,53119491",1,1,Centro poblado / Rural disperso,Casa
